"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WESD","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV01"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-11-10","   40","   40",,," 0636","0.00","   59","0.0","0.0",,"65","44","  378","  350",,,"  360",,"15.0",,,"21.9","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-11-11","    0","    0",,," 0912","0.00","  100","0.0","0.0",,"69","37","  636","  360",,,"  360",,"12.1",,,"21.9","    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-11-12","   70","   90",,," 1254","0.00","   87","0.0","0.0",,"69","31","  552","  350",,,"  360",,"8.9",,,"17.2",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-11-13","   60","   70",,," 1112","0.00","   87","0.0","0.0",,"74","41","  552","  120",,,"   90",,"8.1",,,"16.1","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-11-14","   10","   10",,," 1212","0.00","   90","0.0","0.0",,"72","39","  570","  120",,,"  180",,"8.9",,,"15.0",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-11-15","   70","   70",,," 1248","0.00","   78","0.0","0.0",,"74","38","  492","  200",,,"  135",,"12.1",,,"18.3","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-11-16","   70","   90",,," 1448","0.00","   76","0.0","0.0",,"74","44","  474","  330",,,"  315",,"14.1",,,"20.8","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-11-17","   20","   30",,," 1312","0.00","   89","0.0","0.0",,"78","40","  564","  330",,,"  315",,"8.9",,,"17.2",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-11-18","   20","   30",,," 2300","0.00","   85","0.0","0.0",,"78","41","  534","  190",,,"  180",,"17.0",,,"23.0",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-11-19","   60","   80",,," 1218","0.00","   50","0.0","0.0",,"83","51","  312","  220",,,"  225",,"21.0",,,"34.4","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-11-20","    0","   10",,," 0906","0.00","   93","0.0","0.0",,"53","30","  582","  350",,,"  315",,"16.1",,,"27.5",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-11-21","   10","   30",,," 1348","0.00","   82","0.0","0.0",,"56","25","  510","   50",,,"   45",,"8.1",,,"11.4",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-11-22","   20","   20",,," 1348","0.00","   88","0.0","0.0",,"67","26","  546","  180",,,"  180",,"12.1",,,"18.3","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-11-23","   60","   70",,," 2048","0.25","   65","0.0","0.0",,"75","39","  402","  300",,,"  315",,"15.0",,,"23.0","    1",,"    1",,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-11-24","   30","   60",,," 1018","0.00","   90","0.0","0.0",,"71","39","  558","  340",,,"  315",,"14.1",,,"26.4","    1","    1",,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-11-25","   30","   50",,," 2324","0.00","   78","0.0","0.0",,"75","33","  480","  170",,,"  180",,"17.0",,,"23.0",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-11-26","   70","  100",,," 1142","0.10","   56","0.0","0.0",,"82","61","  348","  170",,,"  180",,"23.9",,,"34.4",,,,,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-11-27","  100","  100",,," 0742","0.10","    0","0.0","0.0",,"72","51","    6","  180",,,"  180",,"16.1",,,"20.8","    1",,,,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-11-28","   80","   80",,," 0930","0.00","   67","0.0","0.0",,"69","50","  414","   10",,,"  360",,"12.1",,,"16.1",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-11-29","  100","  100",,," 2348","0.73","    9","0.0","0.0",,"67","52","   54","  110",,,"   90",,"12.1",,,"16.1",,,,,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-11-30","   90","  100",,," 1512","0.57","   42","0.0","0.0",,"82","52","  258","  180",,,"  180",,"21.0",,,"31.1","    1",,,,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-01","   20","   20",,," 1248","0.00","   93","0.0","0.0",,"70","43","  570","  230",,,"  225",,"17.0",,,"25.3",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-02","   10","   20",,," 1324","0.00","   96","0.0","0.0",,"60","34","  588","  270",,,"  315",,"14.1",,,"23.0",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-03","    0","   10",,," 1454","0.00","   95","0.0","0.0",,"74","34","  576","  180",,,"  225",,"17.0",,,"26.4",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-04","    0","    0",,," 0906","0.00","  100","0.0","0.0",,"60","32","  606","  320",,,"  315",,"23.0",,,"35.6",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-05","   10","   10",,," 0842","0.00","   97","0.0","0.0",,"57","28","  594","   60",,,"   45",,"14.1",,,"19.5",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-06","   80","  100",,," 1518","0.00","   53","0.0","0.0",,"60","32","  324","  170",,,"  135",,"12.1",,,"15.0",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-07","   30","   30",,," 1348","0.00","   79","0.0","0.0",,"75","32","  480","  200",,,"  180",,"12.1",,,"18.3",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-08","   30","   10",,," 1124","0.00","   89","0.0","0.0",,"72","46","  540","  350",,,"  360",,"15.0",,,"19.5","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-09","    0","    0",,," 1330","0.00","  100","0.0","0.0",,"62","32","  606","  340",,,"  360",,"12.1",,,"18.3",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-10","   20","   10",,," 0936","0.00","   96","0.0","0.0",,"52","30","  582","  350",,,"   45",,"13.0",,,"18.3",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-11","  100","  100",,," 1648","0.40","    0","0.0","0.0",,"44","38","    0","   90",,,"   90",,"12.1",,,"18.3",,,"    1",,,,,"    1",,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-12","  100","  100",,," 0100","0.66","    0","0.0","0.0",,"46","37","    0","   40",,,"   45",,"12.1",,,"18.3","    1",,"    1",,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-13","  100","  100",,," 2048","0.67","    0","0.0","0.0",,"48","42","    0","   40",,,"  315",,"12.1",,,"18.3","    1","    1",,,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-14","  100","  100",,," 2000","0.62","    0","0.0","0.0",,"48","41","    0","  340",,,"  315",,"17.0",,,"23.0","    1",,"    1",,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-15","   30","    0",,," 1018","0.00","   81","0.0","0.0",,"54","34","  492","  340",,,"  360",,"13.0",,,"24.2","    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-16","   10","    0",,," 1448","0.00","   82","0.0","0.0",,"61","31","  498","  180",,,"  180",,"17.0",,,"24.2","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-17","   90","  100",,," 0830","0.01","   36","0.0","0.0",,"58","36","  216","  360",,,"  360",,"21.9",,,"31.1","    1",,,,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-18","    0","    0",,," 1418","0.00","  100","0.0","0.0",,"36","22","  600","  340",,,"  360",,"19.9",,,"33.3",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-19","    0","    0",,," 1212","0.00","  100","0.0","0.0",,"36","15","  600","  350",,,"  360",,"12.1",,,"18.3",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-20","   70","   90",,," 2112","0.00","   64","0.0","0.0",,"42","15","  384","  140",,,"  135",,"16.1",,,"23.0",,,,,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-21","  100","  100",,," 0700","0.22","    0","0.0","0.0",,"66","40","    0","  150",,,"  135",,"23.0",,,"31.1","    1",,,,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-22","   90","   90",,," 1406","0.16","   17","0.0","0.0",,"74","60","  102","  180",,,"  180",,"28.0",,,"35.6","    1",,,,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-23","  100","  100",,," 0136","0.00","    0","0.0","0.0",,"62","41","    0","  340",,,"  315",,"16.1",,,"24.2",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-24","  100","  100",,," 0506","0.38","    0","0.0","0.0",,"41","37","    0","   20",,,"  360",,"14.1",,,"18.3","    1",,,"    1",,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-25","   60","   40",,," 0406","0.00","   67","0.0","0.0",,"58","36","  402","  340",,,"  360",,"12.1",,,"15.0","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-26","   80","   90",,," 1806","0.00","   40","0.0","0.0",,"62","36","  240","  140",,,"  180",,"14.1",,,"18.3","    1",,,,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-27","   40","   60",,," 2212","0.00","   82","0.0","0.0",,"63","35","  492","  150",,,"  135",,"15.0",,,"23.0","    1","    1",,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-28","   50","   90",,," 1900","0.00","   30","0.0","0.0",,"74","45","  180","  330",,,"  360",,"16.1",,,"23.0","    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-29","   60","   60",,," 1130","0.00","   87","0.0","0.0",,"54","37","  528","   10",,,"  360",,"17.0",,,"21.9",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-30","   90","  100",,," 2042","0.21","   58","0.0","0.0",,"58","33","  348","  120",,,"   90",,"14.1",,,"21.9","    1",,,,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1981-12-31","  100","  100",,," 0500","1.57","    0","0.0","0.0",,"60","45","    0","   90",,,"   90",,"16.1",,,"23.0","    1",,,,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-01","  100","  100",,," 2318","0.00","    0","0.0","0.0",,"56","47","    0","   30",,,"   90",,"12.1",,,"16.1",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-02","  100","  100",,," 1924","0.00","    3","0.0","0.0",,"70","51","   18","  140",,,"  135",,"17.9",,,"26.4","    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-03","   90","  100",,," 2012","0.18","    7","0.0","0.0",,"75","60","   42","  200",,,"  270",,"21.0",,,"33.3",,,"    1",,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-04","    0","   10",,," 0136","0.00","  100","0.0","0.0",,"60","32","  606","  330",,,"  270",,"17.9",,,"38.0",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-05","   40","   40",,," 1400","0.00","   82","0.0","0.0",,"63","27","  498","  170",,,"  180",,"21.0",,,"27.5",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-06","   80","   90",,," 1424","0.00","   51","0.0","0.0",,"77","53","  312","  210",,,"  225",,"17.9",,,"32.2","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-07","   90","  100",,," 1430","0.36","    0","0.0","0.0",,"69","34","    0","  350",,,"  360",,"21.9",,,"27.5","    1",,"    1",,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-08","   50","   90",,," 0136","0.00","   72","0.0","0.0",,"44","24","  438","  360",,,"  360",,"15.0",,,"25.3",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-09","    0","    0",,," 1600","0.00","   84","0.0","0.0",,"54","21","  510","  330",,,"  315",,"14.1",,,"21.9",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-10","    0","    0",,," 1430","0.00","   85","0.0","0.0",,"36","5","  522","  340",,,"  360",,"25.1",,,"32.2",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-11","   10","    0",,," 0012","0.00","  100","0.0","0.0",,"29","3","  612","  350",,,"  315",,"16.1",,,"24.2",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-12","  100","  100",,," 1042","0.75","    0","0.3","0.0",,"35","16","    0","  130",,,"  135",,"15.0",,,"19.5","    1",,,"    1",,"    1",,,,,,,,"    1",,"    1",,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-13","  100","  100",,," 0618","0.56","    0","5.5","0.0",,"35","22","    0","  360",,,"  360",,"16.1",,,"19.5","    1",,,"    1",,,,,,,,,,"    1",,"    1",,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-14","   30","   30",,," 0142","0.02","   93","0.5","6.0",,"31","15","  570","  330",,,"  315","0.5","14.1",,,"18.3","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-15","   30","   20",,," 1536","0.00","   85","0.0","4.0",,"55","13","  522","  180",,,"  180","0.6","17.0",,,"30.0","    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-16","   60","   80",,," 1624","0.00","   31","0.0","0.0",,"49","19","  192","  350",,,"  360",,"25.1",,,"32.2",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-17","   40","   50",,," 0012","0.00","   91","0.0","0.0",,"41","12","  558","  360",,,"  360",,"14.1",,,"20.8",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-18","   90","  100",,," 2312","0.07","   22","0.0","0.0",,"70","37","  138","  180",,,"  180",,"17.9",,,"24.2","    1",,,,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-19","   70","   70",,," 1130","0.00","   67","0.0","0.0",,"81","63","  414","  230",,,"  225",,"17.9",,,"28.9","    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-20","   60","   90",,," 1506","0.00","   26","0.0","0.0",,"80","59","  162","  210",,,"  180",,"17.0",,,"26.4","    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-21","   80","   90",,," 0154","0.27","   28","0.0","0.0",,"75","60","  174","  190",,,"  180",,"13.0",,,"19.5","    1",,,,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-22","   90","  100",,," 2318","0.00","   24","0.0","0.0",,"75","62","  150","  190",,,"  180",,"23.9",,,"38.0","    1",,,,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-23","   70","   90",,," 0118","1.70","   58","0.0","0.0",,"73","32","  366","  190",,,"  315",,"23.9",,,"35.6",,,"    1",,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-24","   30","   20",,," 0906","0.00","   94","0.0","0.0",,"53","29","  594","   10",,,"  360",,"12.1",,,"16.1",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-25","   40","   80",,," 1848","0.00","   72","0.0","0.0",,"68","34","  456","  350",,,"  360",,"21.0",,,"26.4",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-26","    0","    0",,," 0924","0.00","  100","0.0","0.0",,"45","28","  630","  350",,,"  360",,"16.1",,,"20.8",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-27","   10","    0",,," 1424","0.00","  100","0.0","0.0",,"61","29","  630","  190",,,"  180",,"17.0",,,"26.4",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-28","   90","   90",,," 1600","0.00","   33","0.0","0.0",,"64","51","  210","  360",,,"  360",,"16.1",,,"17.2",,,,,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-29","   70","   80",,," 1036","0.00","   56","0.0","0.0",,"72","54","  354","  140",,,"  135",,"17.9",,,"28.9",,,,,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-30","   80","  100",,," 2224","0.02","   58","0.0","0.0",,"78","58","  366","  160",,,"  180",,"23.9",,,"41.4",,,,,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-01-31","   90","  100",,," 0000","0.55","    5","0.0","0.0",,"69","32","   30","  230",,,"  180",,"21.0",,,"38.0","    1",,,,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-01","   70","   80",,," 0900","0.00","   74","0.0","0.0",,"50","30","  468","   40",,,"   45",,"13.0",,,"18.3",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-02","  100","  100",,," 1100","0.61","    0","0.0","0.0",,"54","43","    0","  110",,,"   90",,"16.1",,,"26.4","    1",,,,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-03","   90","  100",,," 2348","0.02","    1","0.0","0.0",,"55","37","    6","  350",,,"  360",,"17.0",,,"23.0","    1","    1",,,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-04","  100","  100",,," 0818","0.00","    0","0.0","0.0",,"40","34","    0","  350",,,"   45",,"17.0",,,"20.8","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-05","  100","  100",,," 1936","0.00","   68","0.0","0.0",,"52","37","  444","  350",,,"  360",,"16.1",,,"24.2","    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-06","  100","  100",,," 1312","0.20","    0","0.0","0.0",,"37","26","    0","  340",,,"  315",,"19.9",,,"26.4","    1",,,,,"    1",,"    1",,,,,,"    1",,"    1",,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-07","   30","   10",,," 0812","0.00","   90","0.0","0.0",,"50","24","  582","   10",,,"   45",,"12.1",,,"16.1",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-08","  100","  100",,," 2124","0.02","   44","0.0","0.0",,"69","41","  282","  170",,,"  180",,"21.0",,,"30.0",,,,,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-09","  100","  100",,," 1254","0.39","    0","0.0","0.0",,"66","30","    0","  330",,,"  360",,"17.9",,,"27.5","    1",,"    1",,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-10","   80","   60",,," 0254","0.00","   76","0.0","0.0",,"45","26","  498","  360",,,"  360",,"15.0",,,"19.5",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-11","   40","   20",,," 1212","0.00","   91","0.0","0.0",,"58","30","  594","   20",,,"  360",,"13.0",,,"18.3",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-12","   90","  100",,," 2130","0.07","    7","0.0","0.0",,"54","38","   48","  340",,,"  360",,"15.0",,,"27.5",,,,,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-13","  100","  100",,," 0330","0.00","   38","0.0","0.0",,"45","30","  252","  350",,,"  360",,"21.0",,,"28.9",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-14","   70","   70",,," 1536","0.00","   78","0.0","0.0",,"61","24","  516","  180",,,"  180",,"21.0",,,"25.3","    1",,,,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-15","  100","  100",,," 2148","0.89","   32","0.0","0.0",,"72","52","  210","  140",,,"  135",,"16.1",,,"23.0","    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-16","   40","   30",,," 1306","1.75","   85","0.0","0.0",,"79","56","  564","  240",,,"  180",,"19.9",,,"30.0",,,"    1",,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-17","   40","   60",,," 1300","0.00","   70","0.0","0.0",,"71","53","  468","   30",,,"  270",,"8.9",,,"17.2","    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-18","   50","   80",,," 1506","0.00","   19","0.0","0.0",,"63","46","  126","  330",,,"  315",,"10.1",,,"16.1","    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-19","   40","   30",,," 1306","0.00","   85","0.0","0.0",,"67","38","  570","   40",,,"  360",,"13.0",,,"19.5","    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-20","   50","   80",,," 1412","0.00","   89","0.0","0.0",,"69","36","  600","  220",,,"  225",,"12.1",,,"17.2","    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-21","   10","    0",,," 1406","0.00","   95","0.0","0.0",,"70","42","  642","  350",,,"  315",,"17.9",,,"28.9",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-22","    0","    0",,," 0812","0.00","  100","0.0","0.0",,"76","36","  678","   70",,,"   45",,"10.1",,,"15.0",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-23","   30","   30",,," 1230","0.00","   81","0.0","0.0",,"83","43","  546","  220",,,"  180",,"19.9",,,"23.0",,,,,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-24","   50","   50",,," 1036","0.00","   90","0.0","0.0",,"76","48","  612","  290",,,"   90",,"15.0",,,"25.3","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-25","  100","  100",,," 0712","0.00","   33","0.0","0.0",,"61","45","  222","  360",,,"  360",,"21.0",,,"27.5",,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-26","  100","  100",,," 0554","1.25","    0","0.0","0.0",,"50","40","    0","   70",,,"   45",,"17.0",,,"24.2","    1",,,,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-27","  100","  100",,," 1406","0.01","    0","0.0","0.0",,"44","40","    0","  350",,,"  360",,"13.0",,,"17.2","    1",,,,,,,,,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-02-28","  100","  100",,," 1430","0.01","    0","0.0","0.0",,"50","41","    0","  320",,,"  315",,"8.9",,,"15.0","    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-03-01","   30","    0",,," 1200","0.00","   93","0.0","0.0",,"64","39","  642","  340",,,"  360",,"14.1",,,"19.5","    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-03-02","   40","   60",,," 1218","0.00","   95","0.0","0.0",,"72","34","  654","  230",,,"  180",,"15.0",,,"24.2","    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","1982-03-03","   70","   90",,," 0954","0.00","   77","0.0","0.0",,"74","45","  534","  170",,,"  180",,"16.1",,,"26.4","    1",,,,,,,,,,,,,,,,,,,
